Date of Transaction,Analyst Name,TransactionID,Account Number,Stage,Status,Transaction Amount,Alert Category
2024-02-08,William Melton,T202253,7406213250,Closed-No Risk,Risk,676,Money Laundering
2024-11-29,Whitney Wilson,T748091,3591938795,Closed-No Risk,Risk,8320,Money Laundering
2024-05-12,Kathleen Raymond,T130823,4936480228,In Progress,Risk,586,Money Laundering
2024-03-05,Kari Rhodes,T535316,8585670176,Closed-No Risk,Risk,-1808,Tax Evasion
2024-12-11,Ryan Mejia,T322275,5019306420,In Progress,Risk,-5163,Investment Scam
2024-12-10,Whitney Wilson,T118768,1086981446,In Progress,Risk,-454,Fraud
2024-10-06,Ashley Orr,T651184,8524817211,In Progress,Risk,-5994,Tax Evasion
2024-12-25,Robin Lowe,T596795,5816595888,In Progress,Risk,7421,Fraud
2024-11-10,Kari Rhodes,T433012,4373822805,In Progress,Risk,-5733,Investment Scam
2024-12-08,William Melton,T821106,4832152506,Closed-No Risk,Risk,9500,Investment Scam
2024-04-04,Martha Anderson,T122450,2595791361,Closed-No Risk,Risk,7464,Tax Evasion
2024-07-18,Martha Anderson,T696928,8486040790,In Progress,Risk,5734,Tax Evasion
2024-09-07,Kari Rhodes,T969009,2814304728,In Progress,Risk,-8067,Investment Scam
2024-03-29,Nicole Long,T329142,3914015481,Closed-No Risk,Risk,1618,Tax Evasion
2024-09-03,Martha Anderson,T881958,3090443269,Closed-Risk,Risk,-90,Tax Evasion
2024-05-20,William Melton,T155942,5850735524,In Progress,Risk,4575,Fraud
2024-08-06,Kari Rhodes,T982377,4469221181,Closed-No Risk,Risk,6062,Fraud
2024-02-20,Melissa Holt,T985414,9582202396,Closed-No Risk,Risk,6539,Investment Scam
2024-06-29,Ashley Orr,T232893,9167823022,Closed-Risk,Risk,8138,Tax Evasion
2024-04-18,Melissa Holt,T131517,8701496625,Closed-No Risk,Risk,3669,Money Laundering
2024-07-21,Martha Anderson,T159058,8470947609,Closed-No Risk,Risk,-7500,Tax Evasion
2024-01-23,William Melton,T868884,9478659465,Closed-No Risk,Risk,-1922,Tax Evasion
2024-11-20,Jeffrey Moore,T725904,6967672664,In Progress,Risk,1437,Fraud
2024-09-22,Donna Snow,T677127,1539692780,Closed-Risk,Risk,1072,Investment Scam
2024-03-17,Nicole Long,T557276,3990226388,Closed-Risk,Risk,2417,Tax Evasion
2024-05-30,Martha Anderson,T781204,2418195702,Closed-No Risk,Risk,-6500,Tax Evasion
2024-10-30,Martha Anderson,T621386,6754310167,In Progress,Risk,2853,Money Laundering
2024-04-04,Donna Snow,T717525,6781224865,Closed-Risk,Risk,3367,Money Laundering
2024-11-03,Donna Snow,T670327,2376306264,In Progress,Risk,-8516,Tax Evasion
2024-08-06,Melissa Holt,T186469,5033689617,Closed-Risk,Risk,-3456,Fraud
2024-07-21,Jeffrey Moore,T947735,4130790565,Closed-No Risk,Risk,2359,Fraud
2024-09-07,Melissa Holt,T958524,2708415924,In Progress,Risk,-5652,Money Laundering
2024-07-03,Whitney Wilson,T341166,6504191012,In Progress,Risk,52,Fraud
2024-10-16,Christine Davis,T907677,9068305409,Closed-No Risk,Risk,-6713,Fraud
2024-11-02,William Melton,T115634,8888235373,In Progress,Risk,1260,Investment Scam
2024-11-04,Sheila Brown,T290578,7321703225,Closed-No Risk,Risk,4829,Money Laundering
2024-11-15,Nicole Long,T288304,3651679859,In Progress,Risk,-4160,Fraud
2024-11-28,Samuel Barry,T927124,5702852913,Closed-No Risk,Risk,-7519,Investment Scam
2024-03-17,Kari Rhodes,T243872,1595919317,Closed-No Risk,Risk,-1169,Investment Scam
2024-05-09,Jeffrey Moore,T776451,2283626220,Closed-No Risk,Risk,2055,Money Laundering
2024-11-18,Donna Snow,T585318,8087477864,Closed-No Risk,Risk,-653,Money Laundering
2024-02-06,Sheila Brown,T587625,2563554265,In Progress,Risk,2886,Fraud
2024-03-04,William Melton,T732461,9295410149,Closed-No Risk,Risk,3224,Fraud
2024-11-15,William Melton,T132504,6713338238,In Progress,Risk,-5909,Money Laundering
2024-12-22,Kathleen Raymond,T518315,8957505836,In Progress,Risk,310,Investment Scam
2024-02-29,Martha Anderson,T576344,2073345959,Closed-Risk,Risk,7645,Fraud
2024-10-07,Kari Rhodes,T795739,7955022210,Closed-Risk,Risk,-848,Investment Scam
2024-04-06,Ryan Mejia,T757905,9789609084,Closed-No Risk,Risk,6355,Fraud
2024-02-24,Donna Snow,T844036,2530819674,In Progress,Risk,6676,Fraud
2024-02-01,Nicole Long,T767705,8569777722,Closed-No Risk,Risk,9194,Tax Evasion
2024-01-27,Martha Anderson,T171668,2098290241,Closed-No Risk,Risk,8894,Investment Scam
2024-05-04,William Melton,T589705,1868171961,In Progress,Risk,-5757,Money Laundering
2024-07-14,Samuel Barry,T401675,3766150335,Closed-Risk,Risk,-3227,Investment Scam
2024-05-07,Jeffrey Moore,T501353,8312793992,Closed-Risk,Risk,1635,Tax Evasion
2024-11-08,Ashley Orr,T181322,1510383976,In Progress,Risk,7788,Tax Evasion
2025-01-08,Kari Rhodes,T732099,6428103675,Closed-No Risk,Risk,5935,Fraud
2024-03-31,William Melton,T515737,9683760782,Closed-Risk,Risk,5165,Money Laundering
2024-09-10,Whitney Wilson,T664040,3495078534,In Progress,Risk,4359,Money Laundering
2024-12-14,Melissa Holt,T427707,5281263003,In Progress,Risk,4206,Fraud
2024-10-10,Christine Davis,T994654,5327277362,In Progress,Risk,-6853,Fraud
2024-07-08,Kathleen Raymond,T901762,7908643652,Closed-No Risk,Risk,1099,Investment Scam
2024-08-17,Kari Rhodes,T473055,7092495256,Closed-Risk,Risk,-3347,Investment Scam
2024-10-09,Samuel Barry,T952129,2479209612,Closed-No Risk,Risk,-584,Fraud
2024-11-01,Nicole Long,T847639,3940623383,In Progress,Risk,967,Investment Scam
2024-10-20,Melissa Holt,T568607,1911620799,In Progress,Risk,6654,Investment Scam
2024-06-06,Martha Anderson,T871307,2261207661,Closed-No Risk,Risk,5739,Investment Scam
2024-11-02,Jeffrey Moore,T394147,4623114376,In Progress,Risk,1707,Fraud
2024-09-14,Christine Davis,T822443,1598479685,In Progress,Risk,-5468,Money Laundering
2024-03-04,Samuel Barry,T333130,8987860061,Closed-No Risk,Risk,3893,Fraud
2024-02-05,Ryan Mejia,T989211,5920763539,Closed-Risk,Risk,-7254,Fraud
2024-10-03,Ryan Mejia,T360752,2206942628,In Progress,Risk,-9934,Investment Scam
2024-07-17,Jeffrey Moore,T371102,8931009531,Closed-No Risk,Risk,-5327,Investment Scam
2024-10-24,Melissa Holt,T591328,5022564223,Closed-No Risk,Risk,257,Money Laundering
2024-09-28,Martha Anderson,T415000,6847624965,In Progress,Risk,-4276,Tax Evasion
2024-04-29,Ashley Orr,T646934,9294531735,Closed-Risk,Risk,1667,Fraud
2024-11-30,Sheila Brown,T911701,1679203060,Closed-Risk,Risk,-3392,Money Laundering
2024-02-14,Martha Anderson,T748414,3243314300,Closed-Risk,Risk,-8468,Tax Evasion
2025-01-15,Christine Davis,T535753,1272231733,In Progress,Risk,-3198,Money Laundering
2024-11-23,Ashley Orr,T801341,1718668867,In Progress,Risk,-2076,Tax Evasion
2024-03-14,Samuel Barry,T923636,2078580489,In Progress,Risk,-7839,Tax Evasion
2024-12-15,Sheila Brown,T317092,3012576922,In Progress,Risk,7493,Money Laundering
2024-01-29,Martha Anderson,T830051,4067241714,In Progress,Risk,-364,Investment Scam
2024-06-14,Nicole Long,T278902,7045548893,In Progress,Risk,3186,Money Laundering
2024-08-28,Whitney Wilson,T316252,4569760152,Closed-No Risk,Risk,3615,Fraud
2024-05-04,Martha Anderson,T690415,4684038171,In Progress,Risk,-6662,Tax Evasion
2024-02-04,Whitney Wilson,T460947,3924801664,Closed-Risk,Risk,5835,Fraud
2024-01-19,Ryan Mejia,T344702,7544504477,Closed-No Risk,Risk,-407,Fraud
2024-03-31,Donna Snow,T912845,9503447651,In Progress,Risk,8168,Tax Evasion
2024-08-20,Martha Anderson,T641614,7818170923,Closed-No Risk,Risk,7600,Tax Evasion
2024-12-24,Donna Snow,T263353,3879276356,In Progress,Risk,-3088,Tax Evasion
2024-08-27,Robin Lowe,T206450,9312042060,In Progress,Risk,3820,Tax Evasion
2024-08-16,Whitney Wilson,T150166,8205189872,In Progress,Risk,655,Investment Scam
2024-09-16,Donna Snow,T169024,1898023271,In Progress,Risk,5731,Investment Scam
2024-03-16,William Melton,T663280,1340530236,Closed-No Risk,Risk,-5138,Tax Evasion
2024-03-05,Melissa Holt,T783852,3125928617,Closed-No Risk,Risk,6088,Fraud
2024-07-21,Kari Rhodes,T869611,2398033210,In Progress,Risk,-3707,Fraud
2024-10-27,William Melton,T551663,4648357224,In Progress,Risk,3420,Fraud
2024-04-17,Christine Davis,T413206,1127617284,Closed-Risk,Risk,-8407,Tax Evasion
2024-05-18,Ryan Mejia,T161547,5118461804,In Progress,Risk,4482,Investment Scam
2024-04-12,Whitney Wilson,T850129,2933237591,Closed-Risk,Risk,-4520,Fraud
2024-09-09,Sheila Brown,T515266,1360380204,In Progress,Risk,-988,Investment Scam
2024-06-05,Whitney Wilson,T462761,5361020932,Closed-Risk,Risk,4816,Fraud
2024-09-26,Sheila Brown,T822684,3780836250,In Progress,Risk,5189,Investment Scam
2024-04-27,Sheila Brown,T895156,2692294387,In Progress,Risk,-3789,Investment Scam
2024-10-19,Martha Anderson,T103113,3779317964,In Progress,Risk,-8959,Fraud
2024-12-28,Melissa Holt,T975676,2602061694,In Progress,Risk,-1702,Investment Scam
2024-08-12,Samuel Barry,T378933,4728571091,Closed-No Risk,Risk,4076,Money Laundering
2024-11-01,Sheila Brown,T508618,3757102986,In Progress,Risk,5180,Tax Evasion
2024-04-09,Ryan Mejia,T721511,8384115984,Closed-No Risk,Risk,1974,Tax Evasion
2024-09-09,Christine Davis,T234526,2614333642,In Progress,Risk,-6339,Investment Scam
2024-11-13,Whitney Wilson,T411956,8647014794,Closed-Risk,Risk,6599,Investment Scam
2024-05-04,Kari Rhodes,T162168,8520884417,In Progress,Risk,2077,Investment Scam
2024-03-06,Ashley Orr,T834239,3273319523,Closed-No Risk,Risk,9448,Fraud
2024-12-24,Whitney Wilson,T617170,8445165003,In Progress,Risk,731,Investment Scam
2024-10-29,Samuel Barry,T571421,2590178070,In Progress,Risk,8998,Tax Evasion
2024-09-16,Ryan Mejia,T318081,1763988360,In Progress,Risk,1433,Money Laundering
2024-08-24,Samuel Barry,T334179,8864664651,In Progress,Risk,-1541,Tax Evasion
2024-07-19,Donna Snow,T205602,1859684729,In Progress,Risk,-8111,Tax Evasion
2024-09-23,Christine Davis,T269197,5397152197,In Progress,Risk,-6607,Money Laundering
2024-03-21,Ryan Mejia,T371807,8174787497,Closed-No Risk,Risk,4965,Tax Evasion
2024-04-20,Robin Lowe,T115947,8453757250,Closed-No Risk,Risk,4066,Money Laundering
2024-11-05,Jeffrey Moore,T742875,1000731548,In Progress,Risk,9942,Investment Scam
2024-05-22,Melissa Holt,T397780,1959646048,Closed-Risk,Risk,-1761,Money Laundering
2024-07-27,Melissa Holt,T277987,4011506965,Closed-No Risk,Risk,8958,Fraud
2024-11-03,Samuel Barry,T138959,3910501911,In Progress,Risk,-1150,Fraud
2024-03-02,Ashley Orr,T552183,9672340741,In Progress,Risk,4547,Tax Evasion
2024-06-06,Ashley Orr,T914316,4455202601,Closed-Risk,Risk,9417,Investment Scam
2024-11-07,Melissa Holt,T773106,8892810169,In Progress,Risk,-8635,Money Laundering
2024-02-17,Jeffrey Moore,T376743,6479096111,Closed-No Risk,Risk,-5979,Investment Scam
2024-02-12,Ashley Orr,T973932,8903981544,Closed-Risk,Risk,-2837,Tax Evasion
2024-11-15,Donna Snow,T208719,4075927040,In Progress,Risk,-5659,Tax Evasion
2024-03-27,Kari Rhodes,T635038,2090969630,Closed-Risk,Risk,3758,Money Laundering
2024-08-01,Ashley Orr,T782543,6659883457,Closed-No Risk,Risk,3281,Money Laundering
2024-02-06,Samuel Barry,T814876,1848309029,Closed-No Risk,Risk,-4463,Money Laundering
2024-03-01,Donna Snow,T112373,7625506776,Closed-Risk,Risk,-3648,Tax Evasion
2024-04-30,Sheila Brown,T495192,6186400675,Closed-Risk,Risk,7407,Investment Scam
2024-08-30,Robin Lowe,T854212,5249418472,In Progress,Risk,82,Tax Evasion
2024-11-23,Kari Rhodes,T160082,6789644471,Closed-No Risk,Risk,-7150,Tax Evasion
2024-08-10,Ryan Mejia,T936715,2727430552,Closed-Risk,Risk,6376,Fraud
2024-05-18,Christine Davis,T342844,6175141423,Closed-Risk,Risk,9456,Tax Evasion
2024-11-03,Whitney Wilson,T399129,3886697357,In Progress,Risk,6031,Tax Evasion
2024-05-26,Ashley Orr,T819103,4445869595,Closed-Risk,Risk,2643,Tax Evasion
2024-02-27,Whitney Wilson,T635249,8078152555,Closed-No Risk,Risk,-5451,Tax Evasion
2024-06-12,Donna Snow,T943467,8072798566,Closed-No Risk,Risk,7330,Money Laundering
2024-03-06,Nicole Long,T248830,9954545191,Closed-No Risk,Risk,-5492,Fraud
2024-03-11,Kathleen Raymond,T824693,4758105469,In Progress,Risk,-4812,Tax Evasion
2024-12-11,William Melton,T452794,5090316545,In Progress,Risk,5806,Money Laundering
2024-09-23,Nicole Long,T595757,7636004362,Closed-No Risk,Risk,9388,Tax Evasion
2024-04-08,Christine Davis,T960915,6137790621,Closed-No Risk,Risk,-1218,Money Laundering
2024-02-15,Donna Snow,T282392,1259636822,Closed-No Risk,Risk,-1841,Tax Evasion
2024-07-14,Robin Lowe,T684707,8659786873,Closed-No Risk,Risk,3407,Money Laundering
2024-01-28,Jeffrey Moore,T707778,8394281624,In Progress,Risk,8733,Tax Evasion
2024-09-05,Christine Davis,T180647,8133121140,Closed-Risk,Risk,-8342,Investment Scam
2024-05-20,Whitney Wilson,T148894,6371347018,In Progress,Risk,9494,Fraud
2024-04-26,William Melton,T754403,7557775973,Closed-Risk,Risk,-3072,Investment Scam
2024-07-05,Sheila Brown,T441037,2739113495,In Progress,Risk,7776,Money Laundering
2024-10-03,Robin Lowe,T552674,9969604067,In Progress,Risk,-6922,Money Laundering
2024-01-27,Kathleen Raymond,T409204,2350163100,Closed-No Risk,Risk,9490,Tax Evasion
2024-08-10,Ryan Mejia,T200483,8530180433,Closed-Risk,Risk,2984,Tax Evasion
2024-01-20,Jeffrey Moore,T943830,5175122082,Closed-No Risk,Risk,-1480,Money Laundering
2024-11-16,Ryan Mejia,T681112,6602570519,Closed-Risk,Risk,-3616,Investment Scam
2024-06-14,Samuel Barry,T972349,6275004589,In Progress,Risk,5057,Investment Scam
2025-01-09,William Melton,T368697,6596966912,In Progress,Risk,9180,Fraud
2024-02-03,Robin Lowe,T337539,3404915755,Closed-No Risk,Risk,9896,Investment Scam
2024-08-20,Kathleen Raymond,T872976,4836809282,Closed-No Risk,Risk,2090,Tax Evasion
2024-03-25,William Melton,T839811,9355777428,Closed-No Risk,Risk,-5524,Fraud
2024-11-01,Christine Davis,T100526,1580207121,In Progress,Risk,-5118,Investment Scam
2024-06-18,Martha Anderson,T609024,3799038207,Closed-Risk,Risk,6207,Investment Scam
2024-04-16,William Melton,T477106,4646740301,In Progress,Risk,6958,Investment Scam
2024-10-25,Whitney Wilson,T720620,7361716877,In Progress,Risk,3446,Money Laundering
2024-04-14,Kathleen Raymond,T248743,7840392963,Closed-No Risk,Risk,347,Money Laundering
2024-10-07,Christine Davis,T352659,8725647108,Closed-Risk,Risk,-2373,Money Laundering
2024-09-12,Christine Davis,T758141,8949355144,In Progress,Risk,-2883,Fraud
2024-10-11,Jeffrey Moore,T559332,3129083294,In Progress,Risk,-2794,Tax Evasion
2024-08-08,Melissa Holt,T555295,1699123496,Closed-No Risk,Risk,-507,Investment Scam
2024-01-29,Jeffrey Moore,T294821,6190108665,Closed-Risk,Risk,-6290,Tax Evasion
2024-06-19,Jeffrey Moore,T447788,9346063462,In Progress,Risk,-1300,Fraud
2024-11-28,Sheila Brown,T598493,1726556943,In Progress,Risk,3421,Investment Scam
2024-06-27,Whitney Wilson,T388747,7393908165,Closed-Risk,Risk,6812,Money Laundering
2024-12-29,Christine Davis,T526803,9571298615,In Progress,Risk,-1660,Fraud
2024-06-16,Ryan Mejia,T886403,2327155059,In Progress,Risk,-3785,Money Laundering
2025-01-01,Jeffrey Moore,T347883,8099167003,Closed-No Risk,Risk,-1339,Money Laundering
2024-08-02,Kathleen Raymond,T169714,9574764570,Closed-No Risk,Risk,8930,Tax Evasion
2024-03-12,Jeffrey Moore,T950947,5228185020,Closed-No Risk,Risk,-8330,Investment Scam
2024-06-12,Samuel Barry,T606156,3174946005,Closed-No Risk,Risk,-4757,Investment Scam
2024-10-20,Kari Rhodes,T438590,5997095563,In Progress,Risk,-6394,Fraud
2024-02-15,Martha Anderson,T721998,3636973595,In Progress,Risk,6602,Investment Scam
2024-11-28,Ashley Orr,T993570,3698220692,In Progress,Risk,-2732,Investment Scam
2024-03-07,Nicole Long,T721302,8836743804,In Progress,Risk,-6307,Tax Evasion
2025-01-08,Samuel Barry,T701494,1393569851,In Progress,Risk,-1722,Money Laundering
2024-08-23,Jeffrey Moore,T143221,4310325553,In Progress,Risk,9380,Money Laundering
2024-06-19,Kathleen Raymond,T722033,4049909166,Closed-Risk,Risk,3465,Fraud
2024-06-08,Melissa Holt,T477117,9246445605,Closed-No Risk,Risk,2057,Fraud
2024-02-03,Melissa Holt,T448790,5493608742,Closed-No Risk,Risk,-5160,Investment Scam
2024-05-21,Martha Anderson,T683157,1863694500,In Progress,Risk,3385,Investment Scam
2024-05-16,Kari Rhodes,T823671,5908747350,Closed-Risk,Risk,-6049,Money Laundering
2024-12-15,William Melton,T562322,2509250879,In Progress,Risk,-1370,Investment Scam
2024-05-10,William Melton,T977370,3724988619,In Progress,Risk,9826,Fraud
2024-04-01,Nicole Long,T227277,4299363289,In Progress,Risk,2227,Money Laundering
2024-08-05,Christine Davis,T418573,6171709242,Closed-Risk,Risk,520,Money Laundering
2024-06-22,Ryan Mejia,T343851,6569096070,Closed-Risk,Risk,-625,Investment Scam
2024-07-28,Kathleen Raymond,T623681,3128506433,Closed-No Risk,Risk,-7165,Money Laundering
2024-04-02,Samuel Barry,T846336,3049937198,In Progress,Risk,649,Fraud
2024-04-04,Kathleen Raymond,T396864,3290723626,In Progress,Risk,-2392,Tax Evasion
2024-02-06,Nicole Long,T891757,7091859829,In Progress,Risk,-6982,Fraud
2024-03-18,Samuel Barry,T398673,7399858074,Closed-No Risk,Risk,452,Investment Scam
2024-08-18,William Melton,T665145,6463186987,In Progress,Risk,7902,Investment Scam
2024-10-16,Christine Davis,T990587,6885808115,In Progress,Risk,-8375,Fraud
2024-06-07,Whitney Wilson,T641011,4743777590,Closed-Risk,Risk,6904,Fraud
2024-08-15,Sheila Brown,T652247,1661188915,Closed-Risk,Risk,4497,Tax Evasion
2024-09-24,Melissa Holt,T746324,3632372388,In Progress,Risk,148,Tax Evasion
2024-05-06,William Melton,T403046,2850776216,Closed-Risk,Risk,-7260,Fraud
2024-07-29,Samuel Barry,T780220,8893446440,Closed-No Risk,Risk,2069,Money Laundering
2024-04-15,Jeffrey Moore,T544760,4827744085,Closed-No Risk,Risk,-2215,Fraud
2024-04-05,Samuel Barry,T834785,1755282850,In Progress,Risk,-8192,Investment Scam
2024-07-27,Kari Rhodes,T487609,3623831907,Closed-Risk,Risk,-4218,Fraud
2024-10-17,Christine Davis,T136720,5877963080,In Progress,Risk,-854,Fraud
2024-02-07,Kari Rhodes,T548345,4786261839,Closed-No Risk,Risk,9506,Fraud
2024-10-14,Kari Rhodes,T833951,7224762625,Closed-No Risk,Risk,-5955,Fraud
2024-10-13,Martha Anderson,T850073,5176067069,In Progress,Risk,-2726,Investment Scam
2024-08-26,Samuel Barry,T827012,5183189395,Closed-Risk,Risk,-5066,Investment Scam
2024-09-04,Kari Rhodes,T651961,2971865407,In Progress,Risk,5821,Fraud
2024-06-20,Martha Anderson,T697634,8106739488,Closed-No Risk,Risk,-1602,Money Laundering
2024-03-15,Christine Davis,T258160,2974082026,Closed-No Risk,Risk,-3173,Investment Scam
2024-11-27,Jeffrey Moore,T683946,1358820320,In Progress,Risk,7760,Fraud
2024-01-21,Nicole Long,T650790,8867338319,Closed-Risk,Risk,-7062,Investment Scam
2024-12-02,Whitney Wilson,T965060,6268751210,In Progress,Risk,-7848,Investment Scam
2024-09-24,Kathleen Raymond,T779682,1611233150,In Progress,Risk,231,Tax Evasion
2024-11-18,Nicole Long,T599678,2883652422,In Progress,Risk,-1733,Investment Scam
2024-02-04,Martha Anderson,T461251,3211844347,Closed-Risk,Risk,-4972,Tax Evasion
2024-02-06,Whitney Wilson,T930867,4292344637,Closed-No Risk,Risk,4626,Fraud
2024-01-17,Kari Rhodes,T832213,5912442519,In Progress,Risk,5939,Fraud
2024-01-30,Christine Davis,T787575,5277770280,Closed-No Risk,Risk,1143,Fraud
2024-03-22,Robin Lowe,T385620,9030524969,Closed-No Risk,Risk,5696,Investment Scam
2024-10-10,Robin Lowe,T124931,1308286097,In Progress,Risk,-9582,Money Laundering
2025-01-07,Kathleen Raymond,T964989,6749650248,In Progress,Risk,481,Investment Scam
2024-01-20,Whitney Wilson,T794533,6751617134,Closed-Risk,Risk,-2741,Investment Scam
2024-06-18,Samuel Barry,T894803,1110867195,Closed-Risk,Risk,2704,Money Laundering
2024-11-27,Christine Davis,T869123,5191862427,In Progress,Risk,3593,Money Laundering
2024-02-19,Jeffrey Moore,T285091,5255873250,Closed-Risk,Risk,-9815,Tax Evasion
2024-03-04,Ryan Mejia,T260163,7268319988,Closed-No Risk,Risk,1866,Money Laundering
2024-10-11,Martha Anderson,T555445,6476478997,In Progress,Risk,5623,Investment Scam
2024-03-02,Sheila Brown,T685719,5144077910,Closed-No Risk,Risk,-4493,Money Laundering
2024-09-08,Donna Snow,T836992,6172357886,In Progress,Risk,9892,Fraud
2024-11-03,Whitney Wilson,T635445,3330182229,Closed-No Risk,Risk,6894,Investment Scam
2024-06-24,Ryan Mejia,T734645,7095006488,Closed-No Risk,Risk,-7570,Investment Scam
2024-04-07,Melissa Holt,T287607,5043924988,In Progress,Risk,-6052,Tax Evasion
2024-10-08,Martha Anderson,T196149,1470557126,Closed-Risk,Risk,-3288,Investment Scam
2024-06-14,Kathleen Raymond,T414864,7255793881,Closed-Risk,Risk,96,Fraud
2024-07-15,Samuel Barry,T751686,9558041088,In Progress,Risk,-3347,Investment Scam
2024-05-24,William Melton,T519259,1080214984,Closed-Risk,Risk,-1735,Tax Evasion
2024-02-02,Ashley Orr,T870038,8778208045,Closed-No Risk,Risk,-7706,Investment Scam
2024-09-25,Melissa Holt,T824991,7552542888,Closed-Risk,Risk,1118,Money Laundering
2024-06-30,Sheila Brown,T558925,6521492056,Closed-Risk,Risk,4312,Investment Scam
2024-12-08,Ryan Mejia,T747675,6146320836,In Progress,Risk,8554,Tax Evasion
2024-09-23,Christine Davis,T265374,6595767025,In Progress,Risk,4059,Tax Evasion
2024-11-22,Samuel Barry,T413793,6689092616,In Progress,Risk,-7221,Tax Evasion
2024-11-21,Kari Rhodes,T927413,9248266485,Closed-No Risk,Risk,2699,Investment Scam
2024-01-21,Whitney Wilson,T501097,9759390916,Closed-Risk,Risk,-8512,Investment Scam
2024-12-20,Melissa Holt,T667313,4856283556,Closed-No Risk,Risk,544,Fraud
2024-11-29,Ryan Mejia,T765819,7047834495,In Progress,Risk,-6486,Fraud
2024-10-19,Ashley Orr,T259375,5352915146,In Progress,Risk,327,Tax Evasion
2024-10-30,Robin Lowe,T985948,6974416641,In Progress,Risk,8641,Money Laundering
2024-04-30,William Melton,T423418,3972269131,Closed-Risk,Risk,9975,Tax Evasion
2024-02-04,Christine Davis,T547512,4521992042,Closed-No Risk,Risk,-103,Investment Scam
2024-02-18,Martha Anderson,T177789,6840038222,Closed-No Risk,Risk,-3046,Money Laundering
2024-12-27,Samuel Barry,T608854,2446023492,Closed-No Risk,Risk,5219,Investment Scam
2024-07-23,Robin Lowe,T923741,7848827193,In Progress,Risk,-2199,Fraud
2024-10-27,Martha Anderson,T510797,9919671318,Closed-No Risk,Risk,2365,Investment Scam
2024-06-18,Nicole Long,T745378,1681658760,Closed-No Risk,Risk,-4481,Tax Evasion
2024-09-11,Christine Davis,T265617,5757431494,Closed-No Risk,Risk,6393,Money Laundering
2024-03-05,Jeffrey Moore,T677973,7768336918,Closed-Risk,Risk,9110,Tax Evasion
2024-03-14,Ryan Mejia,T901282,6852139512,In Progress,Risk,-559,Tax Evasion
2024-07-21,Melissa Holt,T608228,3256922916,Closed-Risk,Risk,-9186,Tax Evasion
2024-12-04,Melissa Holt,T585184,9859084785,In Progress,Risk,-3499,Money Laundering
2024-09-10,Ashley Orr,T725545,6957505961,Closed-Risk,Risk,-9959,Money Laundering
2024-11-01,Ashley Orr,T360059,4866075747,In Progress,Risk,6926,Fraud
2025-01-14,Nicole Long,T374505,8357319808,In Progress,Risk,-3798,Tax Evasion
2024-08-24,Kari Rhodes,T672747,6686614361,In Progress,Risk,-9382,Tax Evasion
2024-06-17,Whitney Wilson,T466325,6070620904,In Progress,Risk,225,Fraud
2024-03-31,Kathleen Raymond,T214928,2907627391,Closed-No Risk,Risk,-8346,Tax Evasion
2024-07-17,Jeffrey Moore,T651811,8880322449,In Progress,Risk,-3589,Fraud
2024-10-03,Jeffrey Moore,T423584,6681254644,Closed-Risk,Risk,-5742,Fraud
2024-10-26,Melissa Holt,T114185,7094834664,In Progress,Risk,-1429,Money Laundering
2024-08-16,Kathleen Raymond,T473101,5183194634,Closed-No Risk,Risk,-4419,Fraud
2024-02-10,Samuel Barry,T877199,5535831722,In Progress,Risk,471,Investment Scam
2024-07-09,William Melton,T844206,5729639828,Closed-Risk,Risk,-2869,Tax Evasion
2024-04-05,Ashley Orr,T637741,9383560352,Closed-No Risk,Risk,-9532,Tax Evasion
2024-06-20,Whitney Wilson,T410792,5047178290,Closed-Risk,Risk,3683,Tax Evasion
2024-05-19,Sheila Brown,T462047,2812742563,In Progress,Risk,-3553,Tax Evasion
2024-11-20,Christine Davis,T179039,2089955492,In Progress,Risk,811,Tax Evasion
2024-06-30,Sheila Brown,T969524,1051900750,In Progress,Risk,-5357,Tax Evasion
2024-05-10,Sheila Brown,T137266,3382665186,Closed-Risk,Risk,3612,Fraud
2024-03-13,Whitney Wilson,T540703,9667931182,In Progress,Risk,-2044,Money Laundering
2024-09-15,Melissa Holt,T812718,5631623406,In Progress,Risk,-1331,Fraud
2024-06-13,Martha Anderson,T844364,3964970427,In Progress,Risk,9918,Money Laundering
2024-08-26,Whitney Wilson,T781967,3483870956,In Progress,Risk,9962,Tax Evasion
2024-04-23,Christine Davis,T836446,2792781593,In Progress,Risk,-5175,Money Laundering
2024-06-12,Ashley Orr,T993604,5140537264,Closed-Risk,Risk,-5208,Money Laundering
2024-12-16,Jeffrey Moore,T942356,4949687671,In Progress,Risk,-3440,Tax Evasion
2024-03-21,Whitney Wilson,T336568,7775826582,Closed-Risk,Risk,5810,Fraud
2024-04-23,William Melton,T818595,9960211312,Closed-Risk,Risk,-4996,Investment Scam
2024-10-06,Jeffrey Moore,T825286,4894652529,In Progress,Risk,7099,Tax Evasion
2024-10-17,Martha Anderson,T740289,1623558391,In Progress,Risk,2388,Fraud
2024-02-24,Robin Lowe,T394313,6786579647,Closed-No Risk,Risk,6206,Fraud
2024-08-14,Samuel Barry,T716319,1694302965,Closed-No Risk,Risk,3081,Tax Evasion
2024-12-08,Whitney Wilson,T976850,7952409323,Closed-No Risk,Risk,-499,Fraud
2024-09-30,Ashley Orr,T543936,2780670487,In Progress,Risk,2339,Money Laundering
2024-11-14,Melissa Holt,T598875,7341931338,In Progress,Risk,-6417,Investment Scam
